Experiment Accession,Experiment Title,Organism Name,Instrument,Submitter,Study Accession,Study Title,Sample Accession,Sample Title,"Total Size, Mb",Total RUNs,Total Spots,Total Bases,Library Name,Library Strategy,Library Source,Library Selection
SRX972754,Whole-genome sequencing of Arabidopsis thaliana: Sample 9383,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887357,,5802.45,1,36051207,7210241400,9383,WGS,GENOMIC,RANDOM
SRX972753,Whole-genome sequencing of Arabidopsis thaliana: Sample 9382,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887358,,3412.58,1,34028442,5172323184,9382,WGS,GENOMIC,RANDOM
SRX972752,Whole-genome sequencing of Arabidopsis thaliana: Sample 9381,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887359,,3110.04,1,22955936,4591187200,9381,WGS,GENOMIC,RANDOM
SRX972751,Whole-genome sequencing of Arabidopsis thaliana: Sample 9380,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887360,,8214.04,1,52706453,10541290600,9380,WGS,GENOMIC,RANDOM
SRX972750,Whole-genome sequencing of Arabidopsis thaliana: Sample 9371,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887361,,4026.51,1,42875268,6517040736,9371,WGS,GENOMIC,RANDOM
SRX972749,Whole-genome sequencing of Arabidopsis thaliana: Sample 9370,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887363,,2404.59,1,21560042,4312008400,9370,WGS,GENOMIC,RANDOM
SRX972748,Whole-genome sequencing of Arabidopsis thaliana: Sample 9369,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887362,,4636.22,1,28776891,5755378200,9369,WGS,GENOMIC,RANDOM
SRX972747,Whole-genome sequencing of Arabidopsis thaliana: Sample 9363,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887364,,3526.63,1,21750163,4350032600,9363,WGS,GENOMIC,RANDOM
SRX972746,Whole-genome sequencing of Arabidopsis thaliana: Sample 9353,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887365,,5731.11,1,37608694,7521738800,9353,WGS,GENOMIC,RANDOM
SRX972745,Whole-genome sequencing of Arabidopsis thaliana: Sample 9352,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887366,,4298.07,1,47503571,7220542792,9352,WGS,GENOMIC,RANDOM
SRX972744,Whole-genome sequencing of Arabidopsis thaliana: Sample 9343,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887368,,3935.37,1,35791473,7158294600,9343,WGS,GENOMIC,RANDOM
SRX972743,Whole-genome sequencing of Arabidopsis thaliana: Sample 9339,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887367,,4561.75,1,29454314,5890862800,9339,WGS,GENOMIC,RANDOM
SRX972742,Whole-genome sequencing of Arabidopsis thaliana: Sample 9336,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887370,,10428.24,1,68780232,13756046400,9336,WGS,GENOMIC,RANDOM
SRX972741,Whole-genome sequencing of Arabidopsis thaliana: Sample 9332,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887369,,2998.68,1,18307880,3661576000,9332,WGS,GENOMIC,RANDOM
SRX972740,Whole-genome sequencing of Arabidopsis thaliana: Sample 9323,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887371,,3326.63,1,37047963,5631290376,9323,WGS,GENOMIC,RANDOM
SRX972739,Whole-genome sequencing of Arabidopsis thaliana: Sample 9321,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887372,,3858.35,1,43251088,6574165376,9321,WGS,GENOMIC,RANDOM
SRX972738,Whole-genome sequencing of Arabidopsis thaliana: Sample 9314,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887373,,2510.35,1,20309128,4061825600,9314,WGS,GENOMIC,RANDOM
SRX972737,Whole-genome sequencing of Arabidopsis thaliana: Sample 9312,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887375,,1507.47,1,12142930,2428586000,9312,WGS,GENOMIC,RANDOM
SRX972736,Whole-genome sequencing of Arabidopsis thaliana: Sample 9298,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887376,,1319.57,1,10021723,2004344600,9298,WGS,GENOMIC,RANDOM
SRX972735,Whole-genome sequencing of Arabidopsis thaliana: Sample 9134,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887374,,3398.37,1,25697101,5139420200,9134,WGS,GENOMIC,RANDOM
SRX972734,Whole-genome sequencing of Arabidopsis thaliana: Sample 9133,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887378,,3296.61,1,24316188,4863237600,9133,WGS,GENOMIC,RANDOM
SRX972733,Whole-genome sequencing of Arabidopsis thaliana: Sample 9131,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887377,,3381.88,1,25695998,5139199600,9131,WGS,GENOMIC,RANDOM
SRX972732,Whole-genome sequencing of Arabidopsis thaliana: Sample 9130,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887380,,4280.89,1,32692432,6538486400,9130,WGS,GENOMIC,RANDOM
SRX972731,Whole-genome sequencing of Arabidopsis thaliana: Sample 9128,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887379,,2777.78,1,20491320,4098264000,9128,WGS,GENOMIC,RANDOM
SRX972730,Whole-genome sequencing of Arabidopsis thaliana: Sample 9125,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887381,,3831.89,1,28986447,5797289400,9125,WGS,GENOMIC,RANDOM
SRX972729,Whole-genome sequencing of Arabidopsis thaliana: Sample 9121,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887382,,2353.06,1,17781836,3556367200,9121,WGS,GENOMIC,RANDOM
SRX972728,Whole-genome sequencing of Arabidopsis thaliana: Sample 9115,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887383,,1763.78,1,14278600,2855720000,9115,WGS,GENOMIC,RANDOM
SRX972727,Whole-genome sequencing of Arabidopsis thaliana: Sample 9114,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887384,,2362.07,1,17788785,3557757000,9114,WGS,GENOMIC,RANDOM
SRX972726,Whole-genome sequencing of Arabidopsis thaliana: Sample 9113,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887385,,2369.94,1,17992180,3598436000,9113,WGS,GENOMIC,RANDOM
SRX972725,Whole-genome sequencing of Arabidopsis thaliana: Sample 9111,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887386,,8356.02,1,63291912,12658382400,9111,WGS,GENOMIC,RANDOM
SRX972724,Whole-genome sequencing of Arabidopsis thaliana: Sample 9106,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887387,,1902.17,1,14414989,2882997800,9106,WGS,GENOMIC,RANDOM
SRX972723,Whole-genome sequencing of Arabidopsis thaliana: Sample 9105,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887390,,2342.29,1,18763890,3752778000,9105,WGS,GENOMIC,RANDOM
SRX972722,Whole-genome sequencing of Arabidopsis thaliana: Sample 9104,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887388,,4038.45,1,30525026,6105005200,9104,WGS,GENOMIC,RANDOM
SRX972721,Whole-genome sequencing of Arabidopsis thaliana: Sample 9103,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887389,,4114.13,1,31202704,6240540800,9103,WGS,GENOMIC,RANDOM
SRX972720,Whole-genome sequencing of Arabidopsis thaliana: Sample 9102,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887391,,3562.94,1,27090130,5418026000,9102,WGS,GENOMIC,RANDOM
SRX972719,Whole-genome sequencing of Arabidopsis thaliana: Sample 9100,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887392,,4528.98,1,34465657,6893131400,9100,WGS,GENOMIC,RANDOM
SRX972718,Whole-genome sequencing of Arabidopsis thaliana: Sample 9099,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887393,,1982.96,1,15128843,3025768600,9099,WGS,GENOMIC,RANDOM
SRX972717,Whole-genome sequencing of Arabidopsis thaliana: Sample 9095,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887394,,3715.26,1,27282722,5401978956,9095,WGS,GENOMIC,RANDOM
SRX972716,Whole-genome sequencing of Arabidopsis thaliana: Sample 9091,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887395,,1840.58,1,14582883,2916576600,9091,WGS,GENOMIC,RANDOM
SRX972715,Whole-genome sequencing of Arabidopsis thaliana: Sample 9089,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887396,,2764.55,1,20096647,3979136106,9089,WGS,GENOMIC,RANDOM
SRX972714,Whole-genome sequencing of Arabidopsis thaliana: Sample 9085,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887399,,2093.56,1,15829310,3165862000,9085,WGS,GENOMIC,RANDOM
SRX972713,Whole-genome sequencing of Arabidopsis thaliana: Sample 9084,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887397,,2521.71,1,18274805,3618411390,9084,WGS,GENOMIC,RANDOM
SRX972712,Whole-genome sequencing of Arabidopsis thaliana: Sample 9081,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887398,,2341.97,1,17004580,3366906840,9081,WGS,GENOMIC,RANDOM
SRX972711,Whole-genome sequencing of Arabidopsis thaliana: Sample 9079,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887400,,1512.15,1,10973962,2172844476,9079,WGS,GENOMIC,RANDOM
SRX972710,Whole-genome sequencing of Arabidopsis thaliana: Sample 9078,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887401,,5064.27,1,37053801,7336652598,9078,WGS,GENOMIC,RANDOM
SRX972709,Whole-genome sequencing of Arabidopsis thaliana: Sample 9075,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887402,,2549.32,1,18499799,3662960202,9075,WGS,GENOMIC,RANDOM
SRX972708,Whole-genome sequencing of Arabidopsis thaliana: Sample 9070,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887403,,2956.32,1,21448091,4246722018,9070,WGS,GENOMIC,RANDOM
SRX972707,Whole-genome sequencing of Arabidopsis thaliana: Sample 9069,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887404,,5412.24,1,39523387,7825630626,9069,WGS,GENOMIC,RANDOM
SRX972706,Whole-genome sequencing of Arabidopsis thaliana: Sample 9067,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887408,,1898.46,1,14306256,2861251200,9067,WGS,GENOMIC,RANDOM
SRX972705,Whole-genome sequencing of Arabidopsis thaliana: Sample 9058,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887405,,6225.9,1,43210615,9506335300,9058,WGS,GENOMIC,RANDOM
SRX972704,Whole-genome sequencing of Arabidopsis thaliana: Sample 9057,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887406,,2497.43,1,36559654,5557067408,9057,WGS,GENOMIC,RANDOM
SRX972703,Whole-genome sequencing of Arabidopsis thaliana: Sample 9027,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887407,,4378.68,1,31918056,6328834321,9027,WGS,GENOMIC,RANDOM
SRX972702,Whole-genome sequencing of Arabidopsis thaliana: Sample 8723,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887409,,4315.42,1,71448856,6957560109,8723,WGS,GENOMIC,RANDOM
SRX972701,Whole-genome sequencing of Arabidopsis thaliana: Sample 8699,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887410,,4453.11,1,73235208,7109513863,8699,WGS,GENOMIC,RANDOM
SRX972700,Whole-genome sequencing of Arabidopsis thaliana: Sample 8483,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887411,,6034.9,1,43651846,8639136729,8483,WGS,GENOMIC,RANDOM
SRX972699,Whole-genome sequencing of Arabidopsis thaliana: Sample 8464,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887412,,6559.98,1,48777887,9671318835,8464,WGS,GENOMIC,RANDOM
SRX972698,Whole-genome sequencing of Arabidopsis thaliana: Sample 8427,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887413,,1937.4,1,17072208,3414441600,8427,WGS,GENOMIC,RANDOM
SRX972697,Whole-genome sequencing of Arabidopsis thaliana: Sample 8426,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887414,,4439.02,1,27434400,5486880000,8426,WGS,GENOMIC,RANDOM
SRX972696,Whole-genome sequencing of Arabidopsis thaliana: Sample 8424,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887415,,7702.34,1,59308364,11980289528,8424,WGS,GENOMIC,RANDOM
SRX972695,Whole-genome sequencing of Arabidopsis thaliana: Sample 8422,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887416,,2335,1,34697030,5273948560,8422,WGS,GENOMIC,RANDOM
SRX972694,Whole-genome sequencing of Arabidopsis thaliana: Sample 8420,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887417,,1280.2,1,10559766,2133072732,8420,WGS,GENOMIC,RANDOM
SRX972693,Whole-genome sequencing of Arabidopsis thaliana: Sample 8419,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887418,,2928.91,1,22149228,4474144056,8419,WGS,GENOMIC,RANDOM
SRX972692,Whole-genome sequencing of Arabidopsis thaliana: Sample 8387,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887420,,2160.95,1,21026239,3195988328,8387,WGS,GENOMIC,RANDOM
SRX972691,Whole-genome sequencing of Arabidopsis thaliana: Sample 8386,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887419,,3077.51,1,21526319,4735790180,8386,WGS,GENOMIC,RANDOM
SRX972690,Whole-genome sequencing of Arabidopsis thaliana: Sample 8376,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887421,,3090.13,1,21955611,4830234420,8376,WGS,GENOMIC,RANDOM
SRX972689,Whole-genome sequencing of Arabidopsis thaliana: Sample 8369,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887422,,1654.12,1,19469909,2959426168,8369,WGS,GENOMIC,RANDOM
SRX972688,Whole-genome sequencing of Arabidopsis thaliana: Sample 8366,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887423,,2124.85,1,15650743,3161450086,8366,WGS,GENOMIC,RANDOM
SRX972687,Whole-genome sequencing of Arabidopsis thaliana: Sample 8365,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887428,,2836.28,1,21543347,4351756094,8365,WGS,GENOMIC,RANDOM
SRX972686,Whole-genome sequencing of Arabidopsis thaliana: Sample 8357,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887424,,9992.4,1,70846707,14311034814,8357,WGS,GENOMIC,RANDOM
SRX972685,Whole-genome sequencing of Arabidopsis thaliana: Sample 8354,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887425,,1373.25,1,11110959,2244413718,8354,WGS,GENOMIC,RANDOM
SRX972684,Whole-genome sequencing of Arabidopsis thaliana: Sample 8351,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887426,,5702.25,1,34949019,6989803800,8351,WGS,GENOMIC,RANDOM
SRX972683,Whole-genome sequencing of Arabidopsis thaliana: Sample 8343,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887427,,1055.52,1,8549127,1726923654,8343,WGS,GENOMIC,RANDOM
SRX972682,Whole-genome sequencing of Arabidopsis thaliana: Sample 8337,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887429,,2650.11,1,18853724,3808452248,8337,WGS,GENOMIC,RANDOM
SRX972681,Whole-genome sequencing of Arabidopsis thaliana: Sample 8335,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887430,,2374.72,1,22939009,3486729368,8335,WGS,GENOMIC,RANDOM
SRX972680,Whole-genome sequencing of Arabidopsis thaliana: Sample 8334,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887431,,2502.19,1,36746869,5585524088,8334,WGS,GENOMIC,RANDOM
SRX972679,Whole-genome sequencing of Arabidopsis thaliana: Sample 8326,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887432,,5127.49,1,31910558,6382111600,8326,WGS,GENOMIC,RANDOM
SRX972678,Whole-genome sequencing of Arabidopsis thaliana: Sample 8312,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887434,,1330.98,1,10595421,2140275042,8312,WGS,GENOMIC,RANDOM
SRX972677,Whole-genome sequencing of Arabidopsis thaliana: Sample 8311,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887433,,1090.46,1,8666683,1750669966,8311,WGS,GENOMIC,RANDOM
SRX972676,Whole-genome sequencing of Arabidopsis thaliana: Sample 8307,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887435,,3019.6,1,27660931,5532186200,8307,WGS,GENOMIC,RANDOM
SRX972675,Whole-genome sequencing of Arabidopsis thaliana: Sample 8306,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887437,,2282.9,1,22020987,3347190024,8306,WGS,GENOMIC,RANDOM
SRX972674,Whole-genome sequencing of Arabidopsis thaliana: Sample 8297,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887436,,2795.55,1,20989798,4239939196,8297,WGS,GENOMIC,RANDOM
SRX972673,Whole-genome sequencing of Arabidopsis thaliana: Sample 8290,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887438,,1838.12,1,13761793,2779882186,8290,WGS,GENOMIC,RANDOM
SRX972672,Whole-genome sequencing of Arabidopsis thaliana: Sample 8285,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887439,,3229.79,1,24955834,5041078468,8285,WGS,GENOMIC,RANDOM
SRX972671,Whole-genome sequencing of Arabidopsis thaliana: Sample 8284,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887440,,2166.23,1,16611987,3355621374,8284,WGS,GENOMIC,RANDOM
SRX972670,Whole-genome sequencing of Arabidopsis thaliana: Sample 8283,Arabidopsis thaliana,Illumina Genome Analyzer IIx,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887445,,2221.69,1,22089501,3357604152,8283,WGS,GENOMIC,RANDOM
SRX972669,Whole-genome sequencing of Arabidopsis thaliana: Sample 8264,Arabidopsis thaliana,Illumina HiSeq 2000,Max Planck Institute for Developmental Biology,SRP056687,1001 Genomes: A Catalog of Arabidopsis thaliana Genetic Variation,SRS887444,,2470.61,1,18251925,3686888850,8264,WGS,GENOMIC,RANDOM
