chr	pos	cM
Ha412HOChr08	166000001	67.2942592592593
Ha412HOChr08	167000001	67.2946296296296
Ha412HOChr08	168000001	67.38
Ha412HOChr08	169000001	67.48
Ha412HOChr08	170000001	67.58
Ha412HOChr08	171000001	67.68
Ha412HOChr08	172000001	67.77
Ha412HOChr08	173000001	67.85
Ha412HOChr08	174000001	67.93
Ha412HOChr08	175000001	68.01
Ha412HOChr08	176000001	68.2
Ha412HOChr08	177000001	68.33
Ha412HOChr08	177936428	68.38
Ha412HOChr09	1	0.00833333333333333
Ha412HOChr09	1000001	0.0116666666666667
Ha412HOChr09	2000001	0.8
Ha412HOChr09	3000001	2.21
Ha412HOChr09	4000001	3.92
Ha412HOChr09	5000001	5.68
Ha412HOChr09	6000001	7.33
Ha412HOChr09	7000001	8.92
Ha412HOChr09	8000001	10.42
Ha412HOChr09	9000001	11.74
Ha412HOChr09	10000001	12.85
Ha412HOChr09	11000001	13.87
Ha412HOChr09	12000001	15.05
Ha412HOChr09	13000001	16.28
Ha412HOChr09	14000001	17.43
Ha412HOChr09	15000001	18.41
Ha412HOChr09	16000001	19.37
Ha412HOChr09	17000001	20.17
Ha412HOChr09	18000001	20.85
Ha412HOChr09	19000001	21.36
Ha412HOChr09	20000001	21.54
Ha412HOChr09	21000001	21.546
Ha412HOChr09	22000001	21.547
Ha412HOChr09	23000001	21.548
Ha412HOChr09	24000001	21.549
Ha412HOChr09	25000001	21.55
Ha412HOChr09	26000001	21.551
Ha412HOChr09	27000001	21.552
Ha412HOChr09	28000001	21.553
Ha412HOChr09	29000001	21.554
Ha412HOChr09	30000001	21.67
Ha412HOChr09	31000001	21.89
Ha412HOChr09	32000001	22.15
Ha412HOChr09	33000001	22.41
Ha412HOChr09	34000001	22.64
Ha412HOChr09	35000001	22.8
Ha412HOChr09	36000001	22.8575
Ha412HOChr09	37000001	22.86
Ha412HOChr09	38000001	22.8625
Ha412HOChr09	39000001	22.9
Ha412HOChr09	40000001	22.99
Ha412HOChr09	41000001	23.14
Ha412HOChr09	42000001	23.31
Ha412HOChr09	43000001	23.4
Ha412HOChr09	44000001	23.4266666666667
Ha412HOChr09	45000001	23.4283333333333
Ha412HOChr09	46000001	23.43
Ha412HOChr09	47000001	23.4316666666667
Ha412HOChr09	48000001	23.4333333333333
Ha412HOChr09	49000001	23.53
Ha412HOChr09	50000001	23.84
Ha412HOChr09	51000001	24.1
Ha412HOChr09	52000001	24.23
Ha412HOChr09	53000001	24.32
Ha412HOChr09	54000001	24.44
Ha412HOChr09	55000001	24.59
Ha412HOChr09	56000001	24.7
Ha412HOChr09	57000001	24.7355
Ha412HOChr09	58000001	24.736
Ha412HOChr09	59000001	24.7365
Ha412HOChr09	60000001	24.737
Ha412HOChr09	61000001	24.7375
Ha412HOChr09	62000001	24.738
Ha412HOChr09	63000001	24.7385
Ha412HOChr09	64000001	24.739
Ha412HOChr09	65000001	24.7395
Ha412HOChr09	66000001	24.74
Ha412HOChr09	67000001	24.7405
Ha412HOChr09	68000001	24.741
Ha412HOChr09	69000001	24.7415
Ha412HOChr09	70000001	24.742
Ha412HOChr09	71000001	24.7425
Ha412HOChr09	72000001	24.743
Ha412HOChr09	73000001	24.7435
Ha412HOChr09	74000001	24.744
Ha412HOChr09	75000001	24.7445
Ha412HOChr09	76000001	24.75
Ha412HOChr09	77000001	24.77
Ha412HOChr09	78000001	24.7753448275862
Ha412HOChr09	79000001	24.7756896551724
Ha412HOChr09	80000001	24.7760344827586
Ha412HOChr09	81000001	24.7763793103448
Ha412HOChr09	82000001	24.776724137931
Ha412HOChr09	83000001	24.7770689655172
Ha412HOChr09	84000001	24.7774137931034
Ha412HOChr09	85000001	24.7777586206897
Ha412HOChr09	86000001	24.7781034482759
Ha412HOChr09	87000001	24.7784482758621
Ha412HOChr09	88000001	24.7787931034483
Ha412HOChr09	89000001	24.7791379310345
Ha412HOChr09	90000001	24.7794827586207
Ha412HOChr09	91000001	24.7798275862069
Ha412HOChr09	92000001	24.7801724137931
Ha412HOChr09	93000001	24.7805172413793
Ha412HOChr09	94000001	24.7808620689655
Ha412HOChr09	95000001	24.7812068965517
Ha412HOChr09	96000001	24.7815517241379
Ha412HOChr09	97000001	24.7818965517241
Ha412HOChr09	98000001	24.7822413793103
Ha412HOChr09	99000001	24.7825862068966
Ha412HOChr09	100000001	24.7829310344828
Ha412HOChr09	101000001	24.783275862069
Ha412HOChr09	102000001	24.7836206896552
Ha412HOChr09	103000001	24.7839655172414
Ha412HOChr09	104000001	24.7843103448276
Ha412HOChr09	105000001	24.7846551724138
Ha412HOChr09	106000001	24.79
Ha412HOChr09	107000001	24.88
Ha412HOChr09	108000001	24.98
Ha412HOChr09	109000001	25.09
Ha412HOChr09	110000001	25.2
Ha412HOChr09	111000001	25.3
Ha412HOChr09	112000001	25.5
Ha412HOChr09	113000001	25.77
Ha412HOChr09	114000001	26.09
Ha412HOChr09	115000001	26.43
Ha412HOChr09	116000001	26.66
Ha412HOChr09	117000001	26.8
Ha412HOChr09	118000001	26.87
Ha412HOChr09	119000001	27.02
Ha412HOChr09	120000001	27.41
Ha412HOChr09	121000001	28.18
Ha412HOChr09	122000001	29.2
Ha412HOChr09	123000001	30.04
Ha412HOChr09	124000001	30.81
Ha412HOChr09	125000001	31.78
Ha412HOChr09	126000001	32.76
Ha412HOChr09	127000001	33.73
Ha412HOChr09	128000001	34.65
Ha412HOChr09	129000001	35.45
Ha412HOChr09	130000001	36.11
Ha412HOChr09	131000001	36.71
Ha412HOChr09	132000001	37.34
Ha412HOChr09	133000001	38.24
Ha412HOChr09	134000001	39.23
Ha412HOChr09	135000001	40.01
Ha412HOChr09	136000001	40.74
Ha412HOChr09	137000001	41.62
Ha412HOChr09	138000001	42.38
Ha412HOChr09	139000001	42.78
Ha412HOChr09	140000001	42.9
Ha412HOChr09	141000001	43.02
Ha412HOChr09	142000001	43.42
Ha412HOChr09	143000001	44.26
Ha412HOChr09	144000001	45.36
Ha412HOChr09	145000001	46.49
Ha412HOChr09	146000001	47.53
Ha412HOChr09	147000001	48.35
Ha412HOChr09	148000001	48.85
Ha412HOChr09	149000001	49.06
Ha412HOChr09	150000001	49.24
Ha412HOChr09	151000001	49.43
Ha412HOChr09	152000001	49.66
Ha412HOChr09	153000001	49.94
Ha412HOChr09	154000001	50.26
Ha412HOChr09	155000001	50.6
Ha412HOChr09	156000001	50.97
Ha412HOChr09	157000001	51.35
Ha412HOChr09	158000001	51.73
Ha412HOChr09	159000001	52.1
Ha412HOChr09	160000001	52.45
Ha412HOChr09	161000001	52.78
Ha412HOChr09	162000001	53.07
Ha412HOChr09	163000001	53.32
Ha412HOChr09	164000001	53.52
Ha412HOChr09	165000001	53.65
Ha412HOChr09	166000001	53.82
Ha412HOChr09	167000001	54.21
Ha412HOChr09	168000001	54.82
Ha412HOChr09	169000001	55.52
Ha412HOChr09	170000001	56.19
Ha412HOChr09	171000001	56.75
Ha412HOChr09	172000001	57.23
Ha412HOChr09	173000001	57.49
Ha412HOChr09	174000001	57.67
Ha412HOChr09	175000001	58.1
Ha412HOChr09	176000001	58.76
Ha412HOChr09	177000001	59.53
Ha412HOChr09	178000001	60.17
Ha412HOChr09	179000001	60.55
Ha412HOChr09	180000001	60.73
Ha412HOChr09	181000001	60.83
Ha412HOChr09	182000001	61.11
Ha412HOChr09	183000001	61.59
Ha412HOChr09	184000001	61.98
Ha412HOChr09	185000001	62.3
Ha412HOChr09	186000001	62.74
Ha412HOChr09	187000001	63.4
Ha412HOChr09	188000001	64.2
Ha412HOChr09	189000001	65.22
Ha412HOChr09	190000001	66.23
Ha412HOChr09	191000001	67.36
Ha412HOChr09	192000001	69.01
Ha412HOChr09	193000001	71.6
Ha412HOChr09	194000001	75.14
Ha412HOChr09	195000001	79.06
Ha412HOChr09	196000001	82.77
Ha412HOChr09	197000001	86.05
Ha412HOChr09	198000001	88.91
Ha412HOChr09	199000001	91.16
Ha412HOChr09	200000001	92.82
Ha412HOChr09	200254352	93.22
Ha412HOChr10	1	0.00833333333333333
Ha412HOChr10	1000001	0.0116666666666667
Ha412HOChr10	2000001	2.92
Ha412HOChr10	3000001	6.17
Ha412HOChr10	4000001	9.35
Ha412HOChr10	5000001	12.12
Ha412HOChr10	6000001	14.41
Ha412HOChr10	7000001	16.52
Ha412HOChr10	8000001	18.62
Ha412HOChr10	9000001	20.85
Ha412HOChr10	10000001	23.31
Ha412HOChr10	11000001	25.76
Ha412HOChr10	12000001	27.87
Ha412HOChr10	13000001	29.73
Ha412HOChr10	14000001	31.46
Ha412HOChr10	15000001	32.93
Ha412HOChr10	16000001	34.09
Ha412HOChr10	17000001	35.02
Ha412HOChr10	18000001	35.87
Ha412HOChr10	19000001	36.76
Ha412HOChr10	20000001	37.47
Ha412HOChr10	21000001	38.13
Ha412HOChr10	22000001	38.83
Ha412HOChr10	23000001	39.62
Ha412HOChr10	24000001	40.46
Ha412HOChr10	25000001	41.16
Ha412HOChr10	26000001	41.55
Ha412HOChr10	27000001	41.71
Ha412HOChr10	28000001	41.86
Ha412HOChr10	29000001	42.16
Ha412HOChr10	30000001	42.61
Ha412HOChr10	31000001	43.11
Ha412HOChr10	32000001	43.53
Ha412HOChr10	33000001	43.8
Ha412HOChr10	34000001	43.91
Ha412HOChr10	35000001	43.96
Ha412HOChr10	36000001	44.02
Ha412HOChr10	37000001	44.0566666666667
Ha412HOChr10	38000001	44.0583333333333
Ha412HOChr10	39000001	44.06
Ha412HOChr10	40000001	44.0616666666667
Ha412HOChr10	41000001	44.0633333333333
Ha412HOChr10	42000001	44.19
Ha412HOChr10	43000001	44.39
Ha412HOChr10	44000001	44.52
Ha412HOChr10	45000001	44.5664285714286
Ha412HOChr10	46000001	44.5678571428571
Ha412HOChr10	47000001	44.5692857142857
Ha412HOChr10	48000001	44.5707142857143
Ha412HOChr10	49000001	44.5721428571429
Ha412HOChr10	50000001	44.5735714285714
Ha412HOChr10	51000001	44.62
Ha412HOChr10	52000001	44.73
Ha412HOChr10	53000001	44.82
Ha412HOChr10	54000001	44.8551149425287
Ha412HOChr10	55000001	44.8552298850575
Ha412HOChr10	56000001	44.8553448275862
Ha412HOChr10	57000001	44.8554597701149
Ha412HOChr10	58000001	44.8555747126437
Ha412HOChr10	59000001	44.8556896551724
Ha412HOChr10	60000001	44.8558045977011
Ha412HOChr10	61000001	44.8559195402299
Ha412HOChr10	62000001	44.8560344827586
Ha412HOChr10	63000001	44.8561494252874
Ha412HOChr10	64000001	44.8562643678161
Ha412HOChr10	65000001	44.8563793103448
Ha412HOChr10	66000001	44.8564942528736
Ha412HOChr10	67000001	44.8566091954023
Ha412HOChr10	68000001	44.856724137931
Ha412HOChr10	69000001	44.8568390804598
Ha412HOChr10	70000001	44.8569540229885
Ha412HOChr10	71000001	44.8570689655172
Ha412HOChr10	72000001	44.857183908046
Ha412HOChr10	73000001	44.8572988505747
Ha412HOChr10	74000001	44.8574137931034
Ha412HOChr10	75000001	44.8575287356322
Ha412HOChr10	76000001	44.8576436781609
Ha412HOChr10	77000001	44.8577586206897
Ha412HOChr10	78000001	44.8578735632184
Ha412HOChr10	79000001	44.8579885057471
Ha412HOChr10	80000001	44.8581034482759
Ha412HOChr10	81000001	44.8582183908046
Ha412HOChr10	82000001	44.8583333333333
Ha412HOChr10	83000001	44.8584482758621
Ha412HOChr10	84000001	44.8585632183908
Ha412HOChr10	85000001	44.8586781609195
Ha412HOChr10	86000001	44.8587931034483
Ha412HOChr10	87000001	44.858908045977
Ha412HOChr10	88000001	44.8590229885057
Ha412HOChr10	89000001	44.8591379310345
Ha412HOChr10	90000001	44.8592528735632
Ha412HOChr10	91000001	44.859367816092
Ha412HOChr10	92000001	44.8594827586207
Ha412HOChr10	93000001	44.8595977011494
Ha412HOChr10	94000001	44.8597126436782
Ha412HOChr10	95000001	44.8598275862069
Ha412HOChr10	96000001	44.8599425287356
Ha412HOChr10	97000001	44.8600574712644
Ha412HOChr10	98000001	44.8601724137931
Ha412HOChr10	99000001	44.8602873563218
Ha412HOChr10	100000001	44.8604022988506
Ha412HOChr10	101000001	44.8605172413793
Ha412HOChr10	102000001	44.860632183908
Ha412HOChr10	103000001	44.8607471264368
Ha412HOChr10	104000001	44.8608620689655
Ha412HOChr10	105000001	44.8609770114942
Ha412HOChr10	106000001	44.861091954023
Ha412HOChr10	107000001	44.8612068965517
Ha412HOChr10	108000001	44.8613218390805
Ha412HOChr10	109000001	44.8614367816092
Ha412HOChr10	110000001	44.8615517241379
Ha412HOChr10	111000001	44.8616666666667
Ha412HOChr10	112000001	44.8617816091954
Ha412HOChr10	113000001	44.8618965517241
Ha412HOChr10	114000001	44.8620114942529
Ha412HOChr10	115000001	44.8621264367816
Ha412HOChr10	116000001	44.8622413793103
Ha412HOChr10	117000001	44.8623563218391
Ha412HOChr10	118000001	44.8624712643678
Ha412HOChr10	119000001	44.8625862068966
Ha412HOChr10	120000001	44.8627011494253
Ha412HOChr10	121000001	44.862816091954
Ha412HOChr10	122000001	44.8629310344828
Ha412HOChr10	123000001	44.8630459770115
Ha412HOChr10	124000001	44.8631609195402
Ha412HOChr10	125000001	44.863275862069
Ha412HOChr10	126000001	44.8633908045977
Ha412HOChr10	127000001	44.8635057471264
Ha412HOChr10	128000001	44.8636206896552
Ha412HOChr10	129000001	44.8637356321839
Ha412HOChr10	130000001	44.8638505747126
Ha412HOChr10	131000001	44.8639655172414
Ha412HOChr10	132000001	44.8640804597701
Ha412HOChr10	133000001	44.8641954022988
Ha412HOChr10	134000001	44.8643103448276
Ha412HOChr10	135000001	44.8644252873563
Ha412HOChr10	136000001	44.8645402298851
Ha412HOChr10	137000001	44.8646551724138
Ha412HOChr10	138000001	44.8647701149425
Ha412HOChr10	139000001	44.8648850574713
Ha412HOChr10	140000001	44.87
Ha412HOChr10	141000001	44.96
Ha412HOChr10	142000001	45.05
Ha412HOChr10	143000001	45.13
Ha412HOChr10	144000001	45.16
Ha412HOChr10	145000001	45.167
Ha412HOChr10	146000001	45.169
Ha412HOChr10	147000001	45.171
Ha412HOChr10	148000001	45.173
Ha412HOChr10	149000001	45.19
Ha412HOChr10	150000001	45.37
Ha412HOChr10	151000001	45.7
Ha412HOChr10	152000001	46.15
Ha412HOChr10	153000001	46.64
Ha412HOChr10	154000001	46.94
Ha412HOChr10	155000001	47.0461111111111
Ha412HOChr10	156000001	47.0472222222222
Ha412HOChr10	157000001	47.0483333333333
Ha412HOChr10	158000001	47.0494444444444
Ha412HOChr10	159000001	47.0505555555555
Ha412HOChr10	160000001	47.0516666666667
Ha412HOChr10	161000001	47.0527777777778
Ha412HOChr10	162000001	47.0538888888889
Ha412HOChr10	163000001	47.19
Ha412HOChr10	164000001	47.54
Ha412HOChr10	165000001	47.97
Ha412HOChr10	166000001	48.37
Ha412HOChr10	167000001	48.76
Ha412HOChr10	168000001	49.14
Ha412HOChr10	169000001	49.52
Ha412HOChr10	170000001	50.02
Ha412HOChr10	171000001	50.78
Ha412HOChr10	172000001	51.65
Ha412HOChr10	173000001	52.36
Ha412HOChr10	174000001	52.91
Ha412HOChr10	175000001	53.52
Ha412HOChr10	176000001	54.39
Ha412HOChr10	177000001	55.59
Ha412HOChr10	178000001	57.07
Ha412HOChr10	179000001	58.54
Ha412HOChr10	180000001	59.91
Ha412HOChr10	181000001	61.15
Ha412HOChr10	182000001	62.25
Ha412HOChr10	183000001	63.24
Ha412HOChr10	184000001	64.51
Ha412HOChr10	185000001	66.5
Ha412HOChr10	186000001	69.24
Ha412HOChr10	187000001	72.57
Ha412HOChr10	188000001	76.51
Ha412HOChr10	189000001	81
Ha412HOChr10	190000001	85.79
Ha412HOChr10	190919061	90.22
Ha412HOChr11	1	0.01
Ha412HOChr11	1000001	0.25
Ha412HOChr11	2000001	4.07
Ha412HOChr11	3000001	6.21
Ha412HOChr11	4000001	7.76
Ha412HOChr11	5000001	11.89
Ha412HOChr11	6000001	17.24
Ha412HOChr11	7000001	20.07
Ha412HOChr11	8000001	22.46
Ha412HOChr11	9000001	23.75
Ha412HOChr11	10000001	26.88
Ha412HOChr11	11000001	31.14
Ha412HOChr11	12000001	32.42
Ha412HOChr11	13000001	33.21
Ha412HOChr11	14000001	34.51
Ha412HOChr11	15000001	36.3
Ha412HOChr11	16000001	37.41
Ha412HOChr11	17000001	37.46
Ha412HOChr11	18000001	37.82
Ha412HOChr11	19000001	38.86
Ha412HOChr11	20000001	40.12
Ha412HOChr11	21000001	40.1483333333333
Ha412HOChr11	22000001	40.1516666666667
Ha412HOChr11	23000001	40.21
Ha412HOChr11	24000001	40.43
Ha412HOChr11	25000001	40.73
Ha412HOChr11	26000001	41.05
Ha412HOChr11	27000001	41.34
Ha412HOChr11	28000001	41.56
Ha412HOChr11	29000001	41.6675
Ha412HOChr11	30000001	41.67
Ha412HOChr11	31000001	41.6725
Ha412HOChr11	32000001	41.6961111111111
Ha412HOChr11	33000001	41.6972222222222
Ha412HOChr11	34000001	41.6983333333333
Ha412HOChr11	35000001	41.6994444444444
Ha412HOChr11	36000001	41.7005555555556
Ha412HOChr11	37000001	41.7016666666667
Ha412HOChr11	38000001	41.7027777777778
Ha412HOChr11	39000001	41.7038888888889
Ha412HOChr11	40000001	41.76
Ha412HOChr11	41000001	42.76
Ha412HOChr11	42000001	43.93
Ha412HOChr11	43000001	44.95
Ha412HOChr11	44000001	45.39625
Ha412HOChr11	45000001	45.3975
Ha412HOChr11	46000001	45.39875
Ha412HOChr11	47000001	45.4
Ha412HOChr11	48000001	45.40125
Ha412HOChr11	49000001	45.4025
Ha412HOChr11	50000001	45.40375
Ha412HOChr11	51000001	45.99
Ha412HOChr11	52000001	46.43
Ha412HOChr11	53000001	46.57
Ha412HOChr11	54000001	46.5966666666667
Ha412HOChr11	55000001	46.5983333333333
Ha412HOChr11	56000001	46.6
Ha412HOChr11	57000001	46.6016666666667
Ha412HOChr11	58000001	46.6033333333333
Ha412HOChr11	59000001	46.64
Ha412HOChr11	60000001	46.74
Ha412HOChr11	61000001	46.83
Ha412HOChr11	62000001	46.92
Ha412HOChr11	63000001	47
Ha412HOChr11	64000001	47.07
Ha412HOChr11	65000001	47.13
Ha412HOChr11	66000001	47.18
Ha412HOChr11	67000001	47.22
Ha412HOChr11	68000001	47.2354
Ha412HOChr11	69000001	47.2358
Ha412HOChr11	70000001	47.2362
Ha412HOChr11	71000001	47.2366
Ha412HOChr11	72000001	47.237
Ha412HOChr11	73000001	47.2374
Ha412HOChr11	74000001	47.2378
Ha412HOChr11	75000001	47.2382
Ha412HOChr11	76000001	47.2386
Ha412HOChr11	77000001	47.239
Ha412HOChr11	78000001	47.2394
Ha412HOChr11	79000001	47.2398
Ha412HOChr11	80000001	47.2402
Ha412HOChr11	81000001	47.2406
Ha412HOChr11	82000001	47.241
Ha412HOChr11	83000001	47.2414
Ha412HOChr11	84000001	47.2418
Ha412HOChr11	85000001	47.2422
Ha412HOChr11	86000001	47.2426
Ha412HOChr11	87000001	47.243
Ha412HOChr11	88000001	47.2434
Ha412HOChr11	89000001	47.2438
Ha412HOChr11	90000001	47.2442
Ha412HOChr11	91000001	47.2446
Ha412HOChr11	92000001	47.27
Ha412HOChr11	93000001	47.2951754385965
Ha412HOChr11	94000001	47.295350877193
Ha412HOChr11	95000001	47.2955263157895
Ha412HOChr11	96000001	47.295701754386
Ha412HOChr11	97000001	47.2958771929825
Ha412HOChr11	98000001	47.2960526315789
Ha412HOChr11	99000001	47.2962280701754
Ha412HOChr11	100000001	47.2964035087719
Ha412HOChr11	101000001	47.2965789473684
Ha412HOChr11	102000001	47.2967543859649
Ha412HOChr11	103000001	47.2969298245614
Ha412HOChr11	104000001	47.2971052631579
Ha412HOChr11	105000001	47.2972807017544
Ha412HOChr11	106000001	47.2974561403509
Ha412HOChr11	107000001	47.2976315789474
Ha412HOChr11	108000001	47.2978070175439
Ha412HOChr11	109000001	47.2979824561403
Ha412HOChr11	110000001	47.2981578947368
Ha412HOChr11	111000001	47.2983333333333
Ha412HOChr11	112000001	47.2985087719298
Ha412HOChr11	113000001	47.2986842105263
Ha412HOChr11	114000001	47.2988596491228
Ha412HOChr11	115000001	47.2990350877193
Ha412HOChr11	116000001	47.2992105263158
Ha412HOChr11	117000001	47.2993859649123
Ha412HOChr11	118000001	47.2995614035088
Ha412HOChr11	119000001	47.2997368421053
Ha412HOChr11	120000001	47.2999122807017
Ha412HOChr11	121000001	47.3000877192982
Ha412HOChr11	122000001	47.3002631578947
Ha412HOChr11	123000001	47.3004385964912
Ha412HOChr11	124000001	47.3006140350877
Ha412HOChr11	125000001	47.3007894736842
Ha412HOChr11	126000001	47.3009649122807
Ha412HOChr11	127000001	47.3011403508772
Ha412HOChr11	128000001	47.3013157894737
Ha412HOChr11	129000001	47.3014912280702
Ha412HOChr11	130000001	47.3016666666667
Ha412HOChr11	131000001	47.3018421052632
Ha412HOChr11	132000001	47.3020175438596
Ha412HOChr11	133000001	47.3021929824561
Ha412HOChr11	134000001	47.3023684210526
Ha412HOChr11	135000001	47.3025438596491
Ha412HOChr11	136000001	47.3027192982456
Ha412HOChr11	137000001	47.3028947368421
Ha412HOChr11	138000001	47.3030701754386
Ha412HOChr11	139000001	47.3032456140351
Ha412HOChr11	140000001	47.3034210526316
Ha412HOChr11	141000001	47.3035964912281
Ha412HOChr11	142000001	47.3037719298246
Ha412HOChr11	143000001	47.303947368421
Ha412HOChr11	144000001	47.3041228070175
Ha412HOChr11	145000001	47.304298245614
Ha412HOChr11	146000001	47.3044736842105
Ha412HOChr11	147000001	47.304649122807
Ha412HOChr11	148000001	47.3048245614035
Ha412HOChr11	149000001	47.8
Ha412HOChr11	150000001	48.35
Ha412HOChr11	151000001	49.02
Ha412HOChr11	152000001	49.26
Ha412HOChr11	153000001	49.62
Ha412HOChr11	154000001	50.62
Ha412HOChr11	155000001	51.77
Ha412HOChr11	156000001	52.2
Ha412HOChr11	157000001	52.37
Ha412HOChr11	158000001	52.76
Ha412HOChr11	159000001	53.36
Ha412HOChr11	160000001	53.99
Ha412HOChr11	161000001	54.46
Ha412HOChr11	162000001	54.5966666666667
Ha412HOChr11	163000001	54.5983333333333
Ha412HOChr11	164000001	54.6
Ha412HOChr11	165000001	54.6016666666667
Ha412HOChr11	166000001	54.6033333333333
Ha412HOChr11	167000001	54.78
Ha412HOChr11	168000001	55.66
Ha412HOChr11	169000001	56.45
Ha412HOChr11	170000001	56.74
Ha412HOChr11	171000001	57.66
Ha412HOChr11	172000001	57.87
Ha412HOChr11	173000001	58.33
Ha412HOChr11	174000001	59.04
Ha412HOChr11	175000001	59.4275
Ha412HOChr11	176000001	59.43
Ha412HOChr11	177000001	59.4325
Ha412HOChr11	178000001	59.93
Ha412HOChr11	179000001	62.09
Ha412HOChr11	180000001	63.64
Ha412HOChr11	181000001	63.77
Ha412HOChr11	182000001	64.06
Ha412HOChr11	183000001	64.25
Ha412HOChr11	184000001	64.44
Ha412HOChr11	185000001	65.07
Ha412HOChr11	186000001	67.94
Ha412HOChr11	187000001	69.06
Ha412HOChr11	188000001	71.57
Ha412HOChr11	189000001	75.92
Ha412HOChr11	190000001	77.64
Ha412HOChr11	191000001	78.82
Ha412HOChr11	192000001	80.27
Ha412HOChr11	193000001	81.97
Ha412HOChr11	194000001	83.0683333333333
Ha412HOChr11	195000001	83.0716666666667
Ha412HOChr11	196000001	83.1683333333333
Ha412HOChr11	197000001	83.1716666666667
Ha412HOChr11	198000001	83.85
Ha412HOChr11	199000001	84.82
Ha412HOChr11	199477616	85.07
Ha412HOChr12	1	0.01
Ha412HOChr12	1000001	2.66
Ha412HOChr12	2000001	6.63
Ha412HOChr12	3000001	9.8
Ha412HOChr12	4000001	12.6
Ha412HOChr12	5000001	16.67
Ha412HOChr12	6000001	21.07
Ha412HOChr12	7000001	23.91
Ha412HOChr12	8000001	25.59
Ha412HOChr12	9000001	26.78
Ha412HOChr12	10000001	27.62
Ha412HOChr12	11000001	28.17
Ha412HOChr12	12000001	28.92
Ha412HOChr12	13000001	30.33
Ha412HOChr12	14000001	31.61
Ha412HOChr12	15000001	32.97
Ha412HOChr12	16000001	34.78
Ha412HOChr12	17000001	35.97
Ha412HOChr12	18000001	36.66
Ha412HOChr12	19000001	37.21
Ha412HOChr12	20000001	38.08
Ha412HOChr12	21000001	38.68
Ha412HOChr12	22000001	38.7675
Ha412HOChr12	23000001	38.77
Ha412HOChr12	24000001	38.7725
Ha412HOChr12	25000001	38.81
Ha412HOChr12	26000001	39.37
Ha412HOChr12	27000001	40.26
Ha412HOChr12	28000001	40.84
Ha412HOChr12	29000001	41.05
Ha412HOChr12	30000001	41.39
Ha412HOChr12	31000001	41.87
Ha412HOChr12	32000001	42.41
Ha412HOChr12	33000001	42.93
Ha412HOChr12	34000001	43.35
Ha412HOChr12	35000001	43.63
Ha412HOChr12	36000001	44.05
Ha412HOChr12	37000001	44.6
Ha412HOChr12	38000001	45.2
Ha412HOChr12	39000001	45.64
Ha412HOChr12	40000001	45.737
Ha412HOChr12	41000001	45.739
Ha412HOChr12	42000001	45.741
Ha412HOChr12	43000001	45.743
Ha412HOChr12	44000001	46.06
Ha412HOChr12	45000001	46.82
Ha412HOChr12	46000001	47.56
Ha412HOChr12	47000001	47.87
Ha412HOChr12	48000001	47.8964285714286
Ha412HOChr12	49000001	47.8978571428571
Ha412HOChr12	50000001	47.8992857142857
Ha412HOChr12	51000001	47.9007142857143
Ha412HOChr12	52000001	47.9021428571429
Ha412HOChr12	53000001	47.9035714285714
Ha412HOChr12	54000001	48.25
Ha412HOChr12	55000001	49
Ha412HOChr12	56000001	49.77
Ha412HOChr12	57000001	50.047
Ha412HOChr12	58000001	50.049
Ha412HOChr12	59000001	50.051
Ha412HOChr12	60000001	50.053
Ha412HOChr12	61000001	50.15
Ha412HOChr12	62000001	50.62
Ha412HOChr12	63000001	51.1
Ha412HOChr12	64000001	51.35
Ha412HOChr12	65000001	51.3583333333333
Ha412HOChr12	66000001	51.3616666666667
Ha412HOChr12	67000001	51.64
Ha412HOChr12	68000001	52.33
Ha412HOChr12	69000001	53.19
Ha412HOChr12	70000001	53.5183333333333
Ha412HOChr12	71000001	53.5216666666667
Ha412HOChr12	72000001	53.64
Ha412HOChr12	73000001	54.13
Ha412HOChr12	74000001	54.54
Ha412HOChr12	75000001	54.78
Ha412HOChr12	76000001	55.01
Ha412HOChr12	77000001	55.18
Ha412HOChr12	78000001	55.42
Ha412HOChr12	79000001	55.74
Ha412HOChr12	80000001	56.14
Ha412HOChr12	81000001	56.59
Ha412HOChr12	82000001	57.09
Ha412HOChr12	83000001	57.61
Ha412HOChr12	84000001	58.15
Ha412HOChr12	85000001	58.69
Ha412HOChr12	86000001	59.22
Ha412HOChr12	87000001	59.72
Ha412HOChr12	88000001	60.17
Ha412HOChr12	89000001	60.57
Ha412HOChr12	90000001	60.91
Ha412HOChr12	91000001	61.15
Ha412HOChr12	92000001	61.31
Ha412HOChr12	93000001	61.337
Ha412HOChr12	94000001	61.339
Ha412HOChr12	95000001	61.341
Ha412HOChr12	96000001	61.343
Ha412HOChr12	97000001	61.55
Ha412HOChr12	98000001	61.587
Ha412HOChr12	99000001	61.589
Ha412HOChr12	100000001	61.591
Ha412HOChr12	101000001	61.593
Ha412HOChr12	102000001	61.83
Ha412HOChr12	103000001	62.33
Ha412HOChr12	104000001	62.61
Ha412HOChr12	105000001	62.657
Ha412HOChr12	106000001	62.659
Ha412HOChr12	107000001	62.661
Ha412HOChr12	108000001	62.663
Ha412HOChr12	109000001	62.88
Ha412HOChr12	110000001	63.26
Ha412HOChr12	111000001	63.61
Ha412HOChr12	112000001	63.7254545454545
Ha412HOChr12	113000001	63.7259090909091
Ha412HOChr12	114000001	63.7263636363636
Ha412HOChr12	115000001	63.7268181818182
