chr,block1.end.pos,block2.start.pos,breakpoint.pos,Selected.420
3,2489230,2489382,2489306,No
3,2490451,2491444,2490948,No
3,2494690,2498472,2496581,No
3,2494690,2502882,2498786,No
3,2501492,2502882,2502187,No
3,2501740,2503224,2502482,No
3,2516391,2517938,2517164,No
3,2520461,2520957,2520709,No
3,2521104,2521546,2521325,No
3,2539788,2543384,2541586,Yes
3,2542530,2549868,2546199,No
3,2542530,2551628,2547079,Yes
3,2554681,2555127,2554904,No
3,2572710,2572899,2572804,No
3,2576678,2577096,2576887,No
3,2584940,2586238,2585589,No
3,2584940,2586238,2585589,No
3,2586987,2592624,2589806,No
3,2607353,2611773,2609563,No
3,2612571,2613551,2613061,No
3,2637350,2637652,2637501,No
3,2644347,2644789,2644568,Yes
3,2646924,2647167,2647046,No
3,2661244,2661287,2661266,No
3,2656952,2671852,2664402,No
3,2693598,2695591,2694594,No
3,2697374,2699906,2698640,No
3,2771343,2772605,2771974,No
3,2794110,2858901,2826506,Yes
3,2826910,2827714,2827312,No
3,2825568,2837613,2831590,No
3,2833964,2837613,2835788,No
3,2843850,2844522,2844186,No
3,2844522,2849342,2846932,No
3,2846533,2849342,2847938,No
3,2848524,2849342,2848933,No
3,2849847,2849927,2849887,No
3,2867326,2868441,2867884,No
3,2878943,2879187,2879065,No
3,2882383,2882580,2882482,No
3,2888386,2891878,2890132,No
3,2888386,2892001,2890194,Yes
3,2891367,2892179,2891773,No
3,2893119,2893153,2893136,Yes
3,2894456,2897362,2895909,Yes
3,2894456,2897362,2895909,No
3,2945439,2946844,2946142,No
3,2948457,2950187,2949322,No
3,2971584,2980789,2976186,No
3,2977597,2980789,2979193,No
3,2980789,2982240,2981514,No
3,2995942,2996093,2996018,No
3,2998221,2998476,2998348,No
3,3018878,3031193,3025036,No
3,3040996,3041006,3041001,No
3,3046418,3052691,3049554,No
3,3048973,3050613,3049793,No
3,3057122,3061251,3059186,No
3,3058677,3060331,3059504,No
3,3067659,3068132,3067896,No
3,3067659,3076023,3071841,No
3,3073193,3075252,3074222,No
3,3071038,3081243,3076140,No
3,3081243,3083455,3082349,No
3,3083455,3084711,3084083,Yes
3,3082988,3087457,3085222,No
3,3091898,3094073,3092986,No
3,3129923,3129982,3129952,No
3,3126659,3141190,3133924,No
3,3133270,3137735,3135502,Yes
3,3147075,3147318,3147196,No
3,3154483,3154829,3154656,No
3,3155821,3159640,3157730,No
3,3157441,3158098,3157770,Yes
3,3158855,3159355,3159105,No
3,3182818,3187502,3185160,No
3,3185264,3189802,3187533,No
3,3203384,3203723,3203554,No
3,3217974,3222945,3220460,No
3,3230192,3232049,3231120,No
3,3232049,3232390,3232220,No
3,3290911,3308301,3299606,No
3,3308562,3309058,3308810,No
3,3309058,3309945,3309502,Yes
3,3309571,3347702,3328636,No
3,3309651,3350888,3330270,No
3,3313590,3351064,3332327,No
3,3313287,3355742,3334514,No
3,3350888,3351064,3350976,No
3,3351482,3365455,3358468,No
3,3384595,3386231,3385413,No
3,3384595,3386231,3385413,No
3,3389628,3395649,3392638,No
3,3397144,3398681,3397912,No
3,3397446,3399213,3398330,No
3,3400724,3401544,3401134,No
3,3403157,3403659,3403408,No
3,3412187,3412515,3412351,No
3,3413375,3414256,3413816,Yes
3,3427867,3428305,3428086,No
3,3428305,3430473,3429389,No
3,3428648,3430473,3429560,No
3,3430473,3432928,3431700,Yes
3,3431571,3432928,3432250,No
3,3434984,3437945,3436464,No
3,3435095,3437945,3436520,No
3,3435095,3437945,3436520,No
3,3438049,3441652,3439850,No
3,3442537,3446819,3444678,No
3,3461661,3465643,3463652,No
3,3469489,3470531,3470010,No
3,3470531,3473904,3472218,No
3,3502209,3504771,3503490,Yes
3,3503458,3505214,3504336,No
3,3526334,3527521,3526928,No
3,3533846,3534663,3534254,Yes
3,3533846,3535931,3534888,No
3,3541423,3543060,3542242,No
3,3575168,3575925,3575546,Yes
3,3575168,3576277,3575722,No
3,3576277,3576533,3576405,No
3,3581855,3582556,3582206,No
3,3585416,3587054,3586235,No
3,3597609,3598865,3598237,No
3,3600320,3606617,3603468,Yes
3,3609596,3610681,3610138,No
3,3616476,3620894,3618685,No
3,3620633,3621022,3620828,No
3,3621931,3625377,3623654,No
3,3622627,3624833,3623730,No
3,3647530,3647649,3647590,No
3,3648550,3648864,3648707,No
3,3648864,3649380,3649122,No
3,3648550,3652132,3650341,No
3,3651457,3652132,3651794,No
3,3654014,3654088,3654051,Yes
3,3654322,3655706,3655014,No
3,3656226,3662198,3659212,No
3,3664517,3665059,3664788,Yes
3,3665314,3665560,3665437,No
3,3666785,3668118,3667452,No
3,3675623,3676428,3676026,No
3,3679705,3687421,3683563,No
3,3684719,3685970,3685344,No
3,3686456,3686528,3686492,No
3,3687421,3688086,3687754,No
3,3688086,3693833,3690960,Yes
3,3691616,3692506,3692061,Yes
3,3691616,3692506,3692061,No
3,3692838,3693833,3693336,No
3,3692838,3693833,3693336,No
3,3698252,3698322,3698287,No
3,3696484,3700829,3698656,No
3,3710016,3711590,3710803,No
3,3716118,3716275,3716196,Yes
3,3742834,3743252,3743043,No
3,3739118,3757220,3748169,No
3,3771112,3771596,3771354,No
3,3775613,3776029,3775821,No
3,3795650,3797598,3796624,No
3,3804993,3824052,3814522,No
3,3838971,3840961,3839966,No
3,3855756,3857044,3856400,No
3,3860375,3865196,3862786,No
3,3860375,3868284,3864330,No
3,3880089,3887827,3883958,No
3,3893712,3897008,3895360,No
3,3924408,3933527,3928968,No
3,3928167,3934162,3931164,No
3,3937923,3938622,3938272,No
3,3947515,3947520,3947518,No
3,3942846,3956761,3949804,No
3,3961112,3962577,3961844,No
3,3966539,3966816,3966678,No
3,3965268,3991379,3978324,No
3,3980531,4006616,3993574,No
3,3993836,3994018,3993927,No
3,4033522,4034354,4033938,No
3,4033177,4034992,4034084,Yes
3,4035004,4035850,4035427,No
3,4045136,4054367,4049752,Yes
3,4064752,4066636,4065694,No
3,4073911,4077148,4075530,Yes
3,4080361,4080936,4080648,No
3,4080936,4081290,4081113,No
3,4087695,4087944,4087820,No
3,4089551,4091586,4090568,No
3,4139143,4141096,4140120,No
3,4141096,4145422,4143259,No
3,4216048,4220738,4218393,No
3,4292915,4294833,4293874,No
3,4304279,4317281,4310780,No
3,4311744,4332030,4321887,No
3,4338392,4339858,4339125,No
3,4341507,4344146,4342826,No
3,4344146,4347084,4345615,No
3,4347084,4350968,4349026,No
3,4354098,4356622,4355360,No
3,4358949,4360505,4359727,No
3,4370569,4371418,4370994,No
3,4373883,4375927,4374905,Yes
3,4385716,4392833,4389274,No
3,4391668,4393997,4392832,No
3,4394913,4395507,4395210,No
3,4432357,4432529,4432443,No
3,4436691,4442171,4439431,No
3,4442171,4452589,4447380,Yes
3,4442171,4461028,4451600,No
3,4482317,4483126,4482722,No
3,4484471,4488454,4486462,No
3,4497427,4497960,4497694,No
3,4509094,4509520,4509307,No
3,4540581,4540766,4540674,No
3,4544105,4545699,4544902,No
3,4545124,4545142,4545133,No
3,4545246,4545298,4545272,No
3,4545298,4545699,4545498,No
3,4553073,4553121,4553097,No
3,4553278,4553305,4553292,No
3,4553073,4558614,4555844,No
3,4585283,4586106,4585694,No
3,4594187,4602387,4598287,No
3,4604409,4605030,4604720,No
3,4614391,4615397,4614894,No
3,4615848,4620641,4618244,No
3,4645198,4645660,4645429,No
3,4647554,4647901,4647728,No
3,4654070,4654313,4654192,No
3,4655258,4658251,4656754,No
3,4657951,4658251,4658101,No
3,4710381,4715798,4713090,Yes
3,4710381,4722010,4716196,Yes
3,4730783,4731548,4731166,No
3,4731683,4733001,4732342,No
3,4736022,4736165,4736094,No
3,4738885,4740716,4739800,No
3,4742044,4744301,4743172,No
3,4750236,4750652,4750444,No
3,4757619,4763256,4760438,No
3,4768363,4770192,4769278,No
3,4771072,4771558,4771315,No
3,4771574,4777803,4774688,No
3,4777349,4778067,4777708,No
3,4777349,4778067,4777708,No
3,4786897,4787370,4787134,No
3,4787394,4789797,4788596,No
3,4789502,4789650,4789576,Yes
3,4789683,4789797,4789740,No
3,4789797,4789938,4789868,Yes
3,4797029,4802382,4799706,No
3,4805225,4806143,4805684,No
3,4812413,4819230,4815822,No
3,4838356,4839708,4839032,No
3,4838356,4846984,4842670,No
3,4842238,4850387,4846312,No
3,4848787,4849185,4848986,No
3,4862881,4865155,4864018,No
3,4869618,4869709,4869664,Yes
3,4877215,4877346,4877280,No
3,4880420,4881427,4880924,No
3,4887028,4887087,4887058,No
3,4888842,4888849,4888846,No
3,4890034,4894818,4892426,No
3,4890034,4894818,4892426,No
3,4894818,4896022,4895420,Yes
3,4907394,4913172,4910283,No
3,4927130,4933489,4930310,No
3,4940093,4944732,4942412,No
3,4940915,4944066,4942490,No
3,4959371,4963974,4961672,Yes
3,4960882,4967928,4964405,No
3,4967928,4976914,4972421,No
3,4977400,4979144,4978272,No
3,4988216,4988415,4988316,No
3,4986402,4990608,4988505,No
3,4988415,4989526,4988970,No
3,4987666,4990608,4989137,No
3,5002501,5003132,5002816,No
3,5032689,5032857,5032773,No
3,5033039,5035921,5034480,No
3,5060112,5061441,5060776,Yes
3,5066933,5069192,5068062,Yes
3,5072483,5072740,5072612,No
3,5072768,5076632,5074700,No
3,5079992,5124565,5102278,No
3,5079992,5124565,5102278,No
3,5079992,5135037,5107514,Yes
3,5079992,5135037,5107514,No
3,5152829,5165100,5158964,Yes
3,5154406,5165948,5160177,No
3,5152829,5228286,5190558,No
3,5165100,5228089,5196594,No
3,5165948,5228158,5197053,No
3,5152829,5245170,5199000,No
3,5243701,5243975,5243838,No
3,5244971,5245170,5245070,No
3,5245690,5245727,5245708,No
3,5250796,5251553,5251174,No
3,5255728,5257933,5256830,No
3,5256873,5257673,5257273,No
3,5255728,5263138,5259433,No
3,5263138,5263431,5263284,No
3,5264050,5266407,5265228,No
3,5268523,5273784,5271154,No
3,5274034,5274900,5274467,No
3,5311551,5311996,5311774,No
3,5311996,5312646,5312321,No
3,5322885,5325046,5323966,No
3,5325332,5327669,5326500,No
3,5325842,5334576,5330209,No
3,5336100,5337128,5336614,No
3,5339257,5344480,5341868,No
3,5353351,5353525,5353438,No
3,5357549,5364963,5361256,No
3,5359000,5364963,5361982,No
3,5381237,5382019,5381628,No
3,5402302,5407611,5404956,Yes
3,5418060,5420246,5419153,Yes
3,5419872,5420246,5420059,No
3,5419872,5421245,5420558,No
3,5424498,5425966,5425232,No
3,5424448,5426434,5425441,No
3,5425966,5428539,5427252,No
3,5431173,5431245,5431209,No
3,5445278,5446917,5446098,No
3,5443939,5451225,5447582,No
3,5447713,5451503,5449608,No
3,5459646,5460921,5460284,No
3,5465002,5476272,5470637,No
3,5485774,5486655,5486214,No
3,5495376,5497055,5496216,Yes
3,5503351,5505089,5504220,Yes
3,5517084,5519208,5518146,Yes
3,5524139,5527425,5525782,No
3,5537459,5537852,5537656,No
3,5556858,5561594,5559226,No
3,5564902,5565891,5565396,No
3,5566250,5568989,5567620,Yes
3,5577309,5578064,5577686,No
3,5577559,5578064,5577812,No
3,5578064,5578120,5578092,Yes
3,5578807,5580150,5579478,No
3,5599720,5602118,5600919,No
3,5603258,5603632,5603445,No
3,5618589,5618610,5618600,No
3,5627800,5629147,5628474,No
3,5625101,5649202,5637152,Yes
3,5637154,5638673,5637914,No
3,5644086,5644502,5644294,No
3,5643872,5647060,5645466,No
3,5647315,5649424,5648370,No
3,5699095,5699311,5699203,No
3,5730356,5738376,5734366,No
3,5753759,5753815,5753787,No
3,5753611,5767431,5760521,No
3,5761417,5762145,5761781,No
3,5763429,5764849,5764139,No
3,5763429,5766989,5765209,No
3,5798473,5801066,5799770,No
3,5826959,5834812,5830886,No
3,5829997,5832136,5831066,No
3,5835519,5837176,5836348,No
3,5837748,5845267,5841508,No
3,5846867,5847250,5847058,No
3,5848027,5849108,5848568,Yes
3,5858045,5860008,5859026,Yes
3,5862280,5863076,5862678,No
3,5863438,5867233,5865336,No
3,5889015,5892858,5890936,Yes
3,5892858,5894840,5893849,No
3,5907454,5908216,5907835,Yes
3,5928584,5929351,5928968,No
3,5932865,5933192,5933028,No
3,5963166,5964431,5963798,No
3,5963880,5964303,5964092,No
3,5967098,5967210,5967154,No
3,5971573,5971885,5971729,No
3,5972796,5975620,5974208,Yes
3,5986912,5988106,5987509,No
3,5991752,5991917,5991834,Yes
3,6010670,6011108,6010889,No
3,6040527,6042038,6041282,No
3,6044336,6044548,6044442,Yes
3,6091681,6098732,6095206,No
3,6096727,6096755,6096741,No
3,6096875,6100661,6098768,No
3,6100092,6100885,6100488,No
3,6103230,6109904,6106567,No
3,6128582,6130494,6129538,No
3,6138734,6139115,6138924,No
3,6145503,6146668,6146086,Yes
3,6164731,6166198,6165464,Yes
3,6164731,6167047,6165889,No
3,6167047,6169317,6168182,No
3,6212791,6213091,6212941,No
3,6216890,6218006,6217448,No
3,6218496,6218858,6218677,No
3,6225762,6225836,6225799,No
3,6225762,6227424,6226593,Yes
3,6230378,6230444,6230411,No
3,6229529,6233476,6231502,No
3,6249982,6250651,6250316,No
3,6259397,6265206,6262302,No
3,6264878,6266072,6265475,No
3,6265479,6268353,6266916,No
3,6268794,6270054,6269424,No
3,6272917,6273108,6273012,No
3,6272515,6273524,6273020,Yes
3,6273108,6273524,6273316,No
3,6272136,6282200,6277168,No
3,6294868,6297908,6296388,No
3,6298644,6299805,6299224,No
3,6344218,6347400,6345809,Yes
3,6365729,6369601,6367665,No
3,6369864,6370168,6370016,No
3,6397713,6403982,6400848,No
3,6405764,6405830,6405797,No
3,6415897,6416443,6416170,No
3,6417073,6417911,6417492,No
3,6463929,6464345,6464137,Yes
3,6464345,6465041,6464693,No
3,6465778,6466998,6466388,No
3,6465778,6467195,6466486,No
3,6467306,6468618,6467962,No
3,6469596,6470466,6470031,No
3,6469596,6474943,6472270,No
3,6484045,6484419,6484232,Yes
3,6493214,6494095,6493654,Yes
3,6493887,6494979,6494433,No
3,6507491,6507634,6507562,Yes
3,6520545,6520849,6520697,No
3,6532077,6532196,6532136,No
3,6537080,6567387,6552234,No
3,6575993,6576312,6576152,No
3,6576312,6593502,6584907,No
3,6593502,6601910,6597706,Yes
3,6637420,6639255,6638338,No
3,6652527,6661154,6656840,No
3,6661154,6668977,6665066,No
3,6661154,6672200,6666677,No
3,6668977,6673441,6671209,No
3,6672200,6673441,6672820,No
3,6677897,6680689,6679293,Yes
3,6672200,6698435,6685318,No
3,6686250,6696991,6691620,No
3,6698435,6699084,6698760,No
3,6714346,6715706,6715026,Yes
3,6716578,6717133,6716856,No
3,6721063,6724757,6722910,Yes
3,6739578,6742657,6741118,Yes
3,6739822,6743226,6741524,No
3,6747517,6747684,6747600,No
3,6748203,6748252,6748228,Yes
3,6747684,6749790,6748737,No
3,6765356,6766851,6766104,No
3,6775372,6777551,6776462,No
3,6777670,6777690,6777680,No
3,6784515,6785128,6784822,No
3,6788419,6790085,6789252,No
3,6796033,6796060,6796046,No
3,6796060,6796432,6796246,Yes
3,6797236,6800827,6799032,No
3,6813472,6818439,6815956,No
3,6829056,6829216,6829136,Yes
3,6838850,6846843,6842846,No
3,6846907,6847541,6847224,No
3,6849847,6850381,6850114,No
3,6853239,6855447,6854343,Yes
3,6879111,6881035,6880073,No
3,6897234,6899261,6898248,No
3,6901521,6901621,6901571,No
3,6903438,6904887,6904162,No
3,6905676,6907138,6906407,Yes
3,7067042,7085041,7076042,Yes
3,7067021,7087415,7077218,No
3,7093069,7093315,7093192,Yes
3,7099153,7099279,7099216,No
3,7107371,7107394,7107382,No
3,7107394,7107587,7107490,No
3,7120599,7120670,7120634,No
3,7121079,7124162,7122620,No
3,7123577,7123624,7123600,No
3,7123640,7124946,7124293,No
3,7130889,7132157,7131523,No
3,7133180,7133511,7133346,No
3,7135758,7137203,7136480,No
3,7145048,7145756,7145402,Yes
3,7145048,7148614,7146831,Yes
3,7153410,7153477,7153444,No
3,7160148,7160564,7160356,Yes
3,7192639,7193167,7192903,No
3,7193167,7193304,7193236,No
3,7211507,7213373,7212440,No
3,7213724,7216079,7214902,No
3,7214579,7216968,7215774,No
3,7215022,7216968,7215995,Yes
3,7219634,7221282,7220458,Yes
3,7221629,7224746,7223188,No
3,7222622,7223950,7223286,No
3,7227489,7236316,7231902,No
3,7238252,7239032,7238642,No
3,7259020,7268186,7263603,No
3,7267616,7268186,7267901,No
3,7282681,7284148,7283414,Yes
3,7284148,7284848,7284498,Yes
3,7294960,7307445,7301202,No
3,7308586,7311626,7310106,No
3,7327275,7327567,7327421,No
3,7329400,7329844,7329622,No
3,7337879,7339024,7338452,No
3,7353751,7355367,7354559,No
3,7357748,7358800,7358274,Yes
3,7357748,7360257,7359002,No
3,7356489,7361668,7359078,Yes
3,7360749,7361103,7360926,No
3,7361606,7361705,7361656,No
3,7366475,7367351,7366913,No
3,7379392,7380175,7379784,No
3,7380175,7384520,7382348,No
3,7384764,7385571,7385168,No
3,7385571,7387083,7386327,No
3,7429539,7434182,7431860,No
3,7452644,7456325,7454484,No
3,7455433,7457879,7456656,No
3,7462694,7466590,7464642,No
3,7471940,7481948,7476944,Yes
3,7509802,7510632,7510217,No
3,7515792,7515869,7515830,No
3,7522893,7526831,7524862,No
3,7530511,7530934,7530722,No
3,7527384,7538150,7532767,No
3,7536833,7537467,7537150,No
3,7538150,7538200,7538175,No
3,7539400,7539726,7539563,No
3,7544254,7545241,7544748,Yes
3,7553272,7554094,7553683,No
3,7553821,7555776,7554798,No
3,7559462,7560188,7559825,No
3,7571913,7572383,7572148,No
3,7573049,7574318,7573684,Yes
3,7577277,7578799,7578038,No
3,7578561,7581000,7579780,No
3,7590141,7594936,7592538,No
3,7594412,7594448,7594430,No
3,7594552,7594758,7594655,No
3,7595325,7598037,7596681,Yes
3,7595362,7598037,7596700,No
3,7595576,7598759,7597168,No
3,7599477,7599686,7599582,No
3,7601769,7602812,7602290,No
3,7603469,7603733,7603601,No
3,7599477,7613446,7606462,No
3,7606748,7606762,7606755,No
3,7607281,7607298,7607290,No
3,7607317,7607414,7607366,No
3,7608805,7608900,7608852,No
3,7609633,7609655,7609644,No
3,7611582,7613113,7612348,No
3,7612478,7613446,7612962,No
3,7617844,7617940,7617892,No
3,7618063,7619280,7618672,No
3,7622162,7623520,7622841,No
3,7622162,7625134,7623648,No
3,7631723,7631768,7631746,No
3,7631835,7632300,7632068,No
3,7640151,7640509,7640330,No
3,7642922,7644123,7643522,No
3,7644029,7644123,7644076,No
3,7640422,7647898,7644160,No
3,7646891,7647898,7647394,No
3,7646891,7648092,7647492,Yes
3,7648092,7649613,7648852,Yes
3,7649807,7654729,7652268,No
3,7662671,7662884,7662778,Yes
3,7659119,7671060,7665090,No
3,7668731,7669383,7669057,No
3,7680297,7682353,7681325,No
3,7681949,7683834,7682892,No
3,7684228,7684674,7684451,No
3,7693340,7693488,7693414,No
3,7693490,7693792,7693641,Yes
3,7701000,7701920,7701460,No
3,7707206,7708994,7708100,No
3,7711407,7714053,7712730,No
3,7714229,7714392,7714310,No
3,7717742,7719108,7718425,No
3,7726050,7726948,7726499,No
3,7732287,7732338,7732312,No
3,7733427,7733884,7733656,No
3,7741066,7741208,7741137,Yes
3,7759340,7759591,7759466,No
3,7760265,7760471,7760368,No
3,7759706,7765370,7762538,No
3,7766775,7768929,7767852,No
3,7765370,7770382,7767876,No
3,7774653,7775023,7774838,No
3,7775023,7775226,7775124,No
3,7775023,7776662,7775842,No
3,7775246,7784560,7779903,No
3,7775246,7784560,7779903,No
3,7784686,7785022,7784854,No
3,7786447,7787181,7786814,No
3,7787412,7788968,7788190,No
3,7797613,7799172,7798392,No
3,7801949,7804637,7803293,Yes
3,7806699,7807885,7807292,No
3,7808524,7818735,7813630,No
3,7818735,7819492,7819114,No
3,7819492,7819906,7819699,No
3,7820651,7820733,7820692,No
3,7820382,7821047,7820714,Yes
3,7821819,7824749,7823284,No
3,7821098,7829389,7825244,No
3,7832269,7833896,7833082,Yes
3,7835003,7837626,7836314,No
3,7838284,7839717,7839000,No
3,7843038,7845128,7844083,Yes
3,7845128,7845359,7845244,Yes
3,7864207,7864457,7864332,No
3,7863043,7867266,7865154,No
3,7864457,7866200,7865328,No
3,7864256,7866523,7865390,Yes
3,7864457,7867266,7865862,No
3,7864457,7867266,7865862,No
3,7867266,7870035,7868650,No
3,7868924,7869039,7868982,No
3,7869039,7869200,7869120,No
3,7869200,7870035,7869618,No
3,7869039,7878713,7873876,No
3,7879026,7879291,7879158,Yes
3,7879127,7879772,7879450,No
3,7881208,7881253,7881230,Yes
3,7880580,7881961,7881270,No
3,7902790,7902974,7902882,No
3,7904600,7904674,7904637,Yes
3,7908675,7912449,7910562,No
3,7905821,7915894,7910858,No
3,7914000,7917216,7915608,No
3,7915894,7917216,7916555,No
3,7920751,7920844,7920798,No
3,7922424,7922868,7922646,Yes
3,7932884,7933656,7933270,No
3,7933656,7934298,7933977,No
3,7934391,7934882,7934636,No
3,7944876,7950324,7947600,No
3,7949373,7949509,7949441,No
3,7964708,7965661,7965184,No
3,7967180,7968489,7967834,No
3,7967717,7970003,7968860,No
3,7969534,7977661,7973598,No
3,7983605,7983628,7983616,No
3,7983628,7987074,7985351,No
3,7987154,7990989,7989072,No
3,7990291,7993232,7991762,No
3,7990989,7994093,7992541,No
3,7994315,8001057,7997686,No
3,8001879,8002222,8002050,No
3,8003664,8003722,8003693,No
3,8003722,8005109,8004416,Yes
3,8012572,8017144,8014858,Yes
3,8015966,8018088,8017027,Yes
3,8020457,8022045,8021251,No
3,8027338,8028029,8027684,Yes
3,8034642,8038617,8036630,No
3,8038617,8041046,8039832,No
3,8039249,8040728,8039988,No
3,8039688,8040728,8040208,No
3,8041198,8041742,8041470,No
3,8038617,8044700,8041658,No
3,8047735,8056483,8052109,No
3,8060451,8061884,8061168,No
3,8060999,8062891,8061945,Yes
3,8077198,8078206,8077702,No
3,8077877,8078916,8078396,No
3,8079795,8079963,8079879,No
3,8086423,8088052,8087238,No
3,8091540,8097083,8094312,No
3,8106419,8110544,8108482,No
3,8110326,8110544,8110435,Yes
3,8111500,8112461,8111980,No
3,8112555,8113471,8113013,No
3,8115777,8120814,8118296,No
3,8122631,8122951,8122791,No
3,8123099,8123236,8123168,No
3,8124056,8125246,8124651,No
3,8126619,8129407,8128013,No
3,8127729,8129407,8128568,No
3,8121823,8136958,8129390,Yes
3,8133274,8134940,8134107,No
3,8134029,8134244,8134136,No
3,8142290,8142585,8142438,No
3,8143028,8143390,8143209,No
3,8143455,8143880,8143668,Yes
3,8143028,8144683,8143856,No
3,8142585,8145596,8144090,No
3,8143953,8144683,8144318,No
3,8143455,8145887,8144671,No
3,8146224,8146343,8146284,No
3,8146224,8146343,8146284,No
3,8148046,8150786,8149416,No
3,8150483,8150786,8150634,Yes
3,8150938,8151483,8151210,No
3,8157088,8157975,8157532,No
3,8159584,8160995,8160290,No
3,8162828,8163361,8163094,No
3,8165689,8166797,8166243,Yes
3,8167410,8167524,8167467,No
3,8167410,8167986,8167698,No
3,8168587,8170051,8169319,No
3,8171286,8171345,8171316,Yes
3,8167524,8176255,8171890,No
3,8173451,8174634,8174042,Yes
3,8174917,8176036,8175476,No
3,8175692,8176036,8175864,No
3,8177054,8177200,8177127,No
3,8180143,8181488,8180816,No
3,8181357,8183436,8182396,No
3,8195283,8195492,8195388,No
3,8190620,8217846,8204233,No
3,8214180,8216171,8215176,No
3,8223805,8224511,8224158,No
3,8223805,8225097,8224451,No
3,8224433,8226098,8225266,No
3,8226602,8226695,8226648,Yes
3,8227670,8227840,8227755,Yes
3,8228254,8229076,8228665,Yes
3,8226695,8232743,8229719,No
3,8233255,8234293,8233774,No
3,8235015,8235043,8235029,No
3,8235226,8235323,8235274,No
3,8235632,8236141,8235886,No
3,8235332,8237061,8236196,Yes
3,8235868,8237395,8236632,Yes
3,8237719,8244043,8240881,No
3,8241593,8241605,8241599,No
3,8244572,8245205,8244888,No
3,8264270,8264598,8264434,No
3,8266319,8267911,8267115,No
3,8266319,8269837,8268078,No
3,8276185,8277127,8276656,No
3,8279371,8280532,8279952,No
3,8276185,8286460,8281322,No
3,8281221,8282897,8282059,No
3,8281851,8282562,8282206,Yes
3,8286460,8287824,8287142,No
3,8287868,8288301,8288084,No
3,8288301,8290115,8289208,No
3,8472858,8474685,8473772,Yes
3,8476031,8476723,8476377,Yes
3,8476031,8476723,8476377,Yes
3,8476723,8480295,8478509,No
3,8481589,8482960,8482274,Yes
3,8482361,8483552,8482956,Yes
3,8486155,8491304,8488730,No
3,8491493,8491804,8491648,Yes
3,8492889,8492946,8492918,No
3,8491804,8494671,8493238,No
3,8495997,8497891,8496944,No
3,8496926,8497009,8496968,No
3,8514638,8516089,8515364,No
3,8516965,8517731,8517348,No
3,8543535,8545025,8544280,No
3,8538302,8552009,8545156,No
3,8544837,8546353,8545595,Yes
3,8545855,8546753,8546304,No
3,8546753,8547217,8546985,Yes
3,8546753,8549273,8548013,No
3,8547650,8550777,8549214,No
3,8547953,8550927,8549440,No
3,8553090,8553570,8553330,No
3,8553439,8553570,8553504,Yes
3,8553572,8555008,8554290,No
3,8555529,8556971,8556250,Yes
3,8565782,8576243,8571012,No
3,8584346,8586408,8585377,No
3,8585753,8586187,8585970,No
3,8591175,8591800,8591488,No
3,8594581,8596078,8595330,No
3,8597981,8598794,8598388,No
3,8601193,8601343,8601268,Yes
3,8604722,8604766,8604744,Yes
3,8606433,8607879,8607156,No
3,8608281,8610873,8609577,No
3,8608412,8611042,8609727,No
3,8611042,8615091,8613066,Yes
3,8623840,8623951,8623896,Yes
3,8638144,8641244,8639694,No
3,8637677,8652722,8645200,No
3,8647510,8649399,8648454,Yes
3,8644592,8653245,8648918,No
3,8657776,8658987,8658382,No
3,8665756,8666272,8666014,No
3,8665756,8668159,8666958,No
3,8676194,8676583,8676388,No
3,8678088,8681975,8680032,No
3,8679743,8681975,8680859,No
3,8679743,8681975,8680859,No
3,8685648,8690574,8688111,No
3,8689343,8690574,8689958,Yes
3,8692990,8693279,8693134,No
3,8706805,8710332,8708568,No
3,8710898,8711068,8710983,No
3,8711095,8712101,8711598,No
3,8711843,8712338,8712090,No
3,8720238,8720834,8720536,No
3,8720708,8720928,8720818,No
3,8721290,8722381,8721836,No
3,8721290,8722381,8721836,No
3,8720238,8723860,8722049,No
3,8723860,8725868,8724864,No
3,8729144,8729233,8729188,No
3,8729714,8730780,8730247,Yes
3,8746732,8747114,8746923,No
3,8756927,8757161,8757044,No
3,8764450,8766098,8765274,No
3,8764450,8766628,8765539,No
3,8764878,8768022,8766450,No
3,8768022,8771020,8769521,Yes
3,8768826,8771578,8770202,No
3,8768826,8771724,8770275,No
3,8771020,8771024,8771022,Yes
3,8771024,8771578,8771301,No
3,8780035,8781165,8780600,No
3,8784623,8785631,8785127,No
3,8808423,8818293,8813358,No
3,8841794,8841974,8841884,Yes
3,8866812,8871215,8869014,No
3,8875666,8878496,8877081,Yes
3,8875823,8879361,8877592,No
3,8881244,8882075,8881660,No
3,8895149,8896952,8896050,No
3,8895463,8898570,8897016,Yes
3,8895463,8899092,8897278,No
3,8896362,8898570,8897466,Yes
3,8896362,8898570,8897466,No
3,8899945,8900140,8900042,No
3,8900474,8901115,8900794,No
3,8900474,8901196,8900835,No
3,8904010,8904376,8904193,No
3,8903654,8905291,8904472,No
3,8904376,8905291,8904834,No
3,8904714,8905291,8905002,No
3,8903763,8906377,8905070,No
3,8903654,8908211,8905932,No
3,8906377,8907027,8906702,No
3,8905291,8910864,8908078,No
3,8908211,8910864,8909538,No
3,8914372,8915548,8914960,Yes
3,8916419,8917455,8916937,Yes
3,8914372,8926127,8920250,Yes
3,8924254,8924747,8924500,No
3,8925396,8925883,8925640,No
3,8925883,8926003,8925943,Yes
3,8924747,8927334,8926040,Yes
